date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-11-01,Golden State,Indiana,11.5,random_forest,Away Favorite,0.469681159495113,0.0,0,True,44,2025-11-01,Golden State,Indiana,113,-117,0.4694835680751174,0.5391705069124424,0.469681159495113,0.530318840504887,0.4695527250721159,0.536072423669798,6.915699699849842e-05,-0.0030980832426443783,6.915699699849842e-05,favorite,0,1
2025-11-01,Houston,Boston,5.5,random_forest,Away Favorite,0.524349434470758,1.0,1,True,44,2025-11-01,Houston,Boston,103,-104,0.49261083743842365,0.5098039215686274,0.524349434470758,0.475650565529242,0.5037193463997407,0.49785024695484253,0.011108508961317043,-0.011953674613784881,0.011108508961317043,favorite,1,1
2025-11-01,Milwaukee,Sacramento,7.5,random_forest,Home Favorite,0.4749113120259592,0.0,0,True,44,2025-11-01,Milwaukee,Sacramento,109,-115,0.4784688995215311,0.5348837209302325,0.4749113120259592,0.5250886879740408,0.477223743898081,0.5314554593955654,-0.0012451556234501227,-0.003428261534667132,-0.0012451556234501227,favorite,0,1
2025-11-01,Detroit,Dallas,7.5,random_forest,Home Favorite,0.4601790247115003,0.0,1,False,44,2025-11-01,Detroit,Dallas,-103,101,0.5073891625615764,0.4975124378109453,0.4601790247115003,0.5398209752884997,0.49086561431404974,0.5123204259280894,-0.016523548247526665,0.014807988117144066,0.014807988117144066,underdog,0,0
2025-11-02,Okla City,New Orleans,13.5,random_forest,Home Favorite,0.5173415171776741,1.0,1,True,44,2025-11-02,Okla City,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.5173415171776741,0.48265848282232593,0.5215457214883764,0.5094066594640045,-0.0022638023211474234,-0.014402864345519295,-0.0022638023211474234,favorite,1,1
2025-11-02,Philadelphia,Brooklyn,5.5,random_forest,Away Favorite,0.7364073306583601,1.0,1,True,44,2025-11-02,Philadelphia,Brooklyn,107,-110,0.4830917874396135,0.5238095238095238,0.7364073306583601,0.26359266934163994,0.5717522275661748,0.4327336247457645,0.08866044012656132,-0.09107589906375935,0.08866044012656132,favorite,1,1
2025-11-02,Charlotte,Utah,1.5,random_forest,Home Favorite,0.5733802314754793,1.0,1,True,44,2025-11-02,Charlotte,Utah,-110,-110,0.5238095238095238,0.5238095238095238,0.5733802314754793,0.42661976852452066,0.5411592714926082,0.4897931094597727,0.017349747683084393,-0.03401641434975111,0.017349747683084393,favorite,1,1
2025-11-02,Cleveland,Atlanta,6.5,random_forest,Home Favorite,0.4722538546434249,0.0,1,False,44,2025-11-02,Cleveland,Atlanta,102,-107,0.49504950495049505,0.5169082125603864,0.4722538546434249,0.527746145356575,0.4870710273430205,0.5207014890390524,-0.007978477607474554,0.003793276478666008,0.003793276478666008,underdog,0,0
2025-11-02,Toronto,Memphis,4.5,random_forest,Home Favorite,0.4660432485846732,0.0,1,False,44,2025-11-02,Toronto,Memphis,-106,104,0.5145631067961165,0.49019607843137253,0.4660432485846732,0.5339567514153267,0.4975811564221113,0.5055123139757565,-0.016981950374005184,0.015316235544383938,0.015316235544383938,underdog,0,0
2025-11-02,New York,Chicago,7.5,random_forest,Home Favorite,0.6722494198217442,1.0,1,True,44,2025-11-02,New York,Chicago,-110,-110,0.5238095238095238,0.5238095238095238,0.6722494198217442,0.32775058017825576,0.5757634874138009,0.45518889353858,0.051953963604277065,-0.06862063027094384,0.051953963604277065,favorite,1,1
